Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default",meta:specialk9_internal_id,meta:specialk9_source_url,meta:specialk9_seo_title,meta:specialk9_seo_description
simple,A28,035585999579,"Llavero KONG",1,0,visible,,"<details><summary>Descripción</summary><section><p>Los llaveros KONG miden 1"" de ancho x 1 3/4"" de alto.</p><p>NO apto para uso con mascotas.</p></section></details><p><br></p>",taxable,,1,5,1,0,0,0.03,0.0,0.0,0.0,1,,,5500.00,"Recompensas > Kongs, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553968814.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4597854441.png",,,,,,,,,,Kong,,,,,,,,,,,,,,,,697727523,https://www.specialk9.com/Llavero-KONG-p697727523,"Llavero KONG","Descripción Los llaveros KONG miden 1"" de ancho x 1 3/4"" de alto. NO apto para uso con mascotas."
variable,A2,,"Luz Guardian K-9",1,0,visible,,"<details><summary>Descripción</summary><section><p>Luz Guardian K9</p><p>Disponible: Azul, Rojo y Amarillo.<br>La luz omnidireccional (visible desde todos los lados), con función intermitente y fija a la que se puede acceder simplemente girando la batería.<br>Tiene clip en forma de ""J"" que evita su caída o extracción accidental.<br>Se gira la tapa de la lente para encenderla. Y se desenrosca y se retira la tapa de la lente para cambiar la batería.<br>Tipo de batería: 2 baterías CR-2032</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes, golpes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.03,0.0,0.0,0.0,1,,,,"Seguridad y Protección Canina, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697652695/4553940479.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697652695/4553940657.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697652695/4553940913.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697652695/4597559382.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697652695/4597569884.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697652695/4597559387.jpg",,,,,,,,,,"Elite K9",Color,"Azul, Amarillo, Rojo",1,0,,,,,,,,,,,,697652695,https://www.specialk9.com/Luz-Guardian-K-9-p697652695,"Luz Guardian K-9","Descripción Luz Guardian K9 Disponible: Azul, Rojo y Amarillo. La luz omnidireccional (visible desde todos los lados), con función intermitente y fija a la que se puede acceder simplemente girando la batería. Tiene clip en forma de ""J"" que evita su caída o extracción accidental. Se gira la tapa de…"
variation,A215,,"Luz Guardian K-9 - Amarillo",1,,visible,,,taxable,parent,1,4,1,1,0,,,,,,,,19500.00,,,,,,,A2,,,,,,,,Color,Amarillo,1,0,,,,,,,,,,,,697652695,,,
variation,A210,,"Luz Guardian K-9 - Rojo",1,,visible,,,taxable,parent,1,2,1,1,0,,,,,,,,19500.00,,,,,,,A2,,,,,,,,Color,Rojo,1,0,,,,,,,,,,,,697652695,,,
variation,A200,,"Luz Guardian K-9 - Azul",1,,visible,,,taxable,parent,1,2,1,1,0,,,,,,,,19500.00,,,,,,,A2,,,,,,,,Color,Azul,1,0,,,,,,,,,,,,697652695,,,
simple,TE1501073,,"Mampára Profesional",1,1,visible,,"<details><summary>Descripción</summary><section><p>Fabricado con materiales seguros de alta resistencia.<br>Tejidos de polímero reforzado de alta densidad.<br>Construcción de aluminio.<br>Dimensiones estándar para competición, pruebas y entrenamiento-.<br>Fácilmente desmontable.</p><p>Ancho: 130 cm (51"" pulgadas)<br>Alto: 200 cm (79""  pulgadas)</p><p>Peso:  9 Kg</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div></section></details>",taxable,,0,0,1,0,0,9.0,0.0,0.0,0.0,1,,,397500.00,"Todos los Productos, Disciplinas",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934245128.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934245133.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934126417.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934233248.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934126412.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934117224.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934125887.jpg",,,,,,,,,8,"For Dog Trainers",,,,,,,,,,,,,,,,752771608,https://www.specialk9.com/Mampara-Profesional-p752771608,"Mampára Profesional","Descripción Fabricado con materiales seguros de alta resistencia. Tejidos de polímero reforzado de alta densidad. Construcción de aluminio. Dimensiones estándar para competición, pruebas y entrenamiento-. Fácilmente desmontable. Ancho: 130 cm (51"" pulgadas) Alto: 200 cm (79"" pulgadas) Peso: 9 Kg…"
variable,SC03-SC23,,Mancuernas,1,0,visible,,"<details><summary>Descripción</summary><section><p>Las mancuernas para Schutzhund están hechas de madera.</p><p>¡Estas mancuernas son ideales para el entrenamiento de Schutzhund!</p><p>Pesos disponibles:<br>650 gramos<br>1000 gramos<br>2000 gramos</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p><p><br></p></section></details><p><br></p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Entrenamiento, Todos los Productos, Specials",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4540461852.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4540461867.jpg",,,,,,,,,,"Elite K9",Estilo,"Madera Lisa, Madera con peso rojo",1,0,,Peso,"650, 1000, 2000",1,0,,,,,,,695633451,https://www.specialk9.com/Mancuernas-p695633451,Mancuernas,"Descripción Las mancuernas para Schutzhund están hechas de madera. ¡Estas mancuernas son ideales para el entrenamiento de Schutzhund! Pesos disponibles: 650 gramos 1000 gramos 2000 gramos Garantía Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía. Devoluciones Se…"
variation,"SC23 2000",,"Mancuernas - Madera con peso rojo / 2000",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,40000.00,,,,,,,SC03-SC23,,,,,,,,Estilo,"Madera con peso rojo",1,0,,Peso,2000,1,0,,,,,,,695633451,,,
variation,"SC03 2000",,"Mancuernas - Madera Lisa / 2000",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,40000.00,,,,,,,SC03-SC23,,,,,,,,Estilo,"Madera Lisa",1,0,,Peso,2000,1,0,,,,,,,695633451,,,
variation,"SC23 1000",,"Mancuernas - Madera con peso rojo / 1000",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,30500.00,,,,,,,SC03-SC23,,,,,,,,Estilo,"Madera con peso rojo",1,0,,Peso,1000,1,0,,,,,,,695633451,,,
variation,"SC03 1000",,"Mancuernas - Madera Lisa / 1000",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,30500.00,,,,,,,SC03-SC23,,,,,,,,Estilo,"Madera Lisa",1,0,,Peso,1000,1,0,,,,,,,695633451,,,
variation,"SC23 650",,"Mancuernas - Madera con peso rojo / 650",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,24000.00,,,,,,,SC03-SC23,,,,,,,,Estilo,"Madera con peso rojo",1,0,,Peso,650,1,0,,,,,,,695633451,,,
variation,"SC03 650",,"Mancuernas - Madera Lisa / 650",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,24000.00,,,,,,,SC03-SC23,,,,,,,,Estilo,"Madera Lisa",1,0,,Peso,650,1,0,,,,,,,695633451,,,
variable,B12,,"Manga ambidiestra para cachorro",1,0,visible,,"<details><summary>Descripción</summary><section><p>Manga para mordida ambidiestra para cachorros y perros jóvenes.</p><p>Cuenta con un asa en la parte posterior del brazo para ayudar a tirar del perro. El interior está forrado con un tejido cómodo y el mango tiene una suave funda de espuma.<br>Material Sintético (lino francés)</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p></section></details>",taxable,,,,,,0,2.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553294110.jpg,,,,,,,,,,"Elite K9",Material,"Sintético, Yute",1,0,,,,,,,,,,,,697525735,https://www.specialk9.com/Manga-ambidiestra-para-cachorro-p697525735,"Manga ambidiestra para cachorro","Descripción Manga para mordida ambidiestra para cachorros y perros jóvenes. Cuenta con un asa en la parte posterior del brazo para ayudar a tirar del perro. El interior está forrado con un tejido cómodo y el mango tiene una suave funda de espuma. Material Sintético (lino francés) Garantía Garantía…"
variation,"B12 J",,"Manga ambidiestra para cachorro - Yute",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,82600.00,,,,,,,B12,,,,,,,,Material,Yute,1,0,,,,,,,,,,,,697525735,,,
variation,"B12 S",,"Manga ambidiestra para cachorro - Sintético",1,,visible,,,taxable,parent,1,2,1,0,0,,,,,,,,82600.00,,,,,,,B12,,,,,,,,Material,Sintético,1,0,,,,,,,,,,,,697525735,,,
variable,B09,,"Manga de Antebrazo",1,0,visible,,"<details><summary>Descripción</summary><section><p>Manga de antebrazo para cachorro</p><p>Manga suave para cachorros jóvenes. Es muy flexible y se puede utilizar para mordidas en el antebrazo o en el interior.</p><p>Mide 18"" de largo y cubre apenas el antebrazo.</p><p>Disponible en material yute o sintético.</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p></section></details><p><br></p>",taxable,,,,,,0,0.5,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553291114.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553293753.jpg",,,,,,,,,,"Elite K9",Material,"Sintético, Yute",1,0,,,,,,,,,,,,697593304,https://www.specialk9.com/Manga-de-Antebrazo-p697593304,"Manga de Antebrazo","Descripción Manga de antebrazo para cachorro Manga suave para cachorros jóvenes. Es muy flexible y se puede utilizar para mordidas en el antebrazo o en el interior. Mide 18"" de largo y cubre apenas el antebrazo. Disponible en material yute o sintético. Garantía Garantía por defectos de fábrica.…"
variation,"B09 J",,"Manga de Antebrazo - Yute",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,37500.00,,,,,,,B09,,,,,,,,Material,Yute,1,0,,,,,,,,,,,,697593304,,,
variation,"B09 S",,"Manga de Antebrazo - Sintético",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,37500.00,,,,,,,B09,,,,,,,,Material,Sintético,1,0,,,,,,,,,,,,697593304,,,
simple,"B23 S",,"Manga de Barril Ambidiestra",1,0,visible,,"<details><summary>Descripción</summary><section><p>Manga de barril ambidiestra.</p><p>La manga de barril fomenta una mordida con toda la boca y es ideal para mejorar a los perros avanzados que muerden con fuerza. Se puede utilizar en cualquier brazo.</p><p>Material sintético (lino francés)</p><p>La funda es reemplazable.<br></p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p></section></details><p><br></p>",taxable,,1,0,1,1,0,4.5,0.0,0.0,0.0,1,,,162000.00,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553424468.jpg,,,,,,,,,,"Elite K9",,,,,,,,,,,,,,,,697598086,https://www.specialk9.com/Manga-de-Barril-Ambidiestra-p697598086,"Manga de Barril Ambidiestra","Descripción Manga de barril ambidiestra. La manga de barril fomenta una mordida con toda la boca y es ideal para mejorar a los perros avanzados que muerden con fuerza. Se puede utilizar en cualquier brazo. Material sintético (lino francés) La funda es reemplazable. Garantía Garantía por defectos de…"
simple,B76,,"Manga de Brazo Fuerte de Goma Sintética",1,1,visible,,"<p>Manga de brazo fuerte de goma sintética con correas ajustables de Velcro que permiten al figurante colocar el brazo directamente dentro de la pieza, ofreciendo una sensación muy realista para ejercicios de agresión controlada. No requiere uso de guantelete adicional.</p><p><strong>Especificaciones:</strong></p> <ul> <li> Peso: aprox. 3.17 kg</li> <li> Largo total: 66 cm</li> <li> Apertura de bíceps: hasta 20 cm de diámetro</li> <li> Apertura de antebrazo: hasta 15 cm de diámetro</li></ul>",taxable,,0,0,1,0,0,0.0,0.0,0.0,0.0,1,,,387750.00,"Mangas y Pierneras, Todos los Productos, Indumentaria > Entrenamiento",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826876469/5685926211.jpg,,,,,,,,,49,"Elite K9",,,,,,,,,,,,,,,,826876469,https://www.specialk9.com/Manga-de-Brazo-Fuerte-de-Goma-Sintetica-p826876469,"Manga de Brazo Fuerte de Goma Sintética","Manga de brazo fuerte de goma sintética con correas ajustables de Velcro que permiten al figurante colocar el brazo directamente dentro de la pieza, ofreciendo una sensación muy realista para ejercicios de agresión controlada. No requiere uso de guantelete adicional. Especificaciones: Peso: aprox. 3…"
variable,PS1201073,,"Manga de Mordida Oculta para Entrenamiento Avanzado",1,1,visible,,"<details><summary>Descripción</summary><section><p>¿Necesitás una herramienta de entrenamiento discreta que puedas usar debajo de la ropa? Este <em>manga de mordida oculta de yute</em> es una excelente opción. Está hecha de material natural, resistente y seguro para el perro. Es ambidiestra, fácil de colocar y ajustable mediante correas de nylon con velcro para adaptarse perfectamente a tu brazo</p><p>Características principales:<br>Manga de mordida flexible, ajuste ceñido y cierre de velcro para adaptarse anatómicamente al brazo. Es ambidiestra, por lo que puede usarse tanto en el brazo izquierdo como en el derecho.</p><p>Usos recomendados:<br>Entrenamiento policial, perros de guarda, trabajo de protección y unidades especiales.<br><br>Variantes: Con Refuerzo Plástico, Sin Refuerzo Plástico</p></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826876322/5685289159.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826876322/5685277985.jpg",,,,,,,,,45,"For Dog Trainers",versión,"Con Refuerzo, Sin Refuerzo",1,0,,,,,,,,,,,,826876322,https://www.specialk9.com/Manga-de-Mordida-Oculta-para-Entrenamiento-Avanzado-p826876322,"Manga de Mordida Oculta para Entrenamiento Avanzado","Descripción ¿Necesitás una herramienta de entrenamiento discreta que puedas usar debajo de la ropa? Este manga de mordida oculta de yute es una excelente opción. Está hecha de material natural, resistente y seguro para el perro. Es ambidiestra, fácil de colocar y ajustable mediante correas de nylon…"
variation,"PS1201073 SNR",,"Manga de Mordida Oculta para Entrenamiento Avanzado - Sin Refuerzo",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,137500.00,,,,,,,PS1201073,,,,,,,,versión,"Sin Refuerzo",1,0,,,,,,,,,,,,826876322,,,
variation,"PS1201073 CNR",,"Manga de Mordida Oculta para Entrenamiento Avanzado - Con Refuerzo",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,137500.00,,,,,,,PS1201073,,,,,,,,versión,"Con Refuerzo",1,0,,,,,,,,,,,,826876322,,,
variable,PS1301073,,"Manga de Mordida Oculta para Entrenamiento Profesional",1,1,visible,,"<details><summary>Descripción</summary><section><p>Manga oculta fabricada en resistente lino francés. Puede utilizarse en el brazo izquierdo o derecho y ofrece una protección confiable durante el entrenamiento de mordida. Ideal para la formación de perros de servicio y unidades policiales.</p></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826660581/5684169043.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826660581/5684160341.jpg",,,,,,,,,44,"For Dog Trainers",Nivel,"Beginers, Advanced",1,0,,,,,,,,,,,,826660581,https://www.specialk9.com/Manga-de-Mordida-Oculta-para-Entrenamiento-Profesional-p826660581,"Manga de Mordida Oculta para Entrenamiento Profesional","Descripción Manga oculta fabricada en resistente lino francés. Puede utilizarse en el brazo izquierdo o derecho y ofrece una protección confiable durante el entrenamiento de mordida. Ideal para la formación de perros de servicio y unidades policiales."
variation,"PS1301073 ADV",,"Manga de Mordida Oculta para Entrenamiento Profesional - Advanced",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,140250.00,,,,,,,PS1301073,,,,,,,,Nivel,Advanced,1,0,,,,,,,,,,,,826660581,,,
variation,"PS1301073 BGN",,"Manga de Mordida Oculta para Entrenamiento Profesional - Beginers",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,140250.00,,,,,,,PS1301073,,,,,,,,Nivel,Beginers,1,0,,,,,,,,,,,,826660581,,,
variable,B45,,"Manga de Mordida Oculta Sintética sin Velcro",1,1,visible,,"<p>Estas mangas ocultas avanzadas ofrecen un nivel de protección comparable al de una manga de traje completo, siendo una excelente alternativa para entrenadores que requieren alta seguridad sin adquirir un traje entero. Fabricadas con material sintético importado de Bélgica, son extremadamente resistentes y adecuadas para distintos niveles de entrenamiento y potencia del perro.</p><p>Disponibles en tallas S, M, L y XL. Al recibirla, se recomienda verificar el ajuste antes de usarla con el K-9; si la manga queda demasiado ajustada, puede cambiarse por una talla mayor. Para entrenadores con antebrazos más robustos, se aconseja optar por Large o Extra Large.</p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826640446/5684143890.jpg,,,,,,,,,43,"Elite K9",Tamaño,"S, M, L, XL",1,0,,,,,,,,,,,,826640446,https://www.specialk9.com/Manga-de-Mordida-Oculta-Sintetica-sin-Velcro-p826640446,"Manga de Mordida Oculta Sintética sin Velcro","Estas mangas ocultas avanzadas ofrecen un nivel de protección comparable al de una manga de traje completo, siendo una excelente alternativa para entrenadores que requieren alta seguridad sin adquirir un traje entero. Fabricadas con material sintético importado de Bélgica, son extremadamente…"
variation,"B45 XL",,"Manga de Mordida Oculta Sintética sin Velcro - XL",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,145750.00,,,,,,,B45,,,,,,,,Tamaño,XL,1,0,,,,,,,,,,,,826640446,,,
variation,"B45 L",,"Manga de Mordida Oculta Sintética sin Velcro - L",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,145750.00,,,,,,,B45,,,,,,,,Tamaño,L,1,0,,,,,,,,,,,,826640446,,,
variation,"B45 M",,"Manga de Mordida Oculta Sintética sin Velcro - M",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,145750.00,,,,,,,B45,,,,,,,,Tamaño,M,1,0,,,,,,,,,,,,826640446,,,
variation,"B45 S",,"Manga de Mordida Oculta Sintética sin Velcro - S",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,145750.00,,,,,,,B45,,,,,,,,Tamaño,S,1,0,,,,,,,,,,,,826640446,,,
variable,B40,,"Manga de Mordida Oculta Yute",-1,1,hidden,,"<details><summary>Descripción</summary><section><p>Esta manga de mordida cubierta de yute ofrece protección efectiva sin el volumen de una manga tradicional.<br> Cuenta con cuatro correas ajustables de velcro en el exterior y acolchado interno para mayor comodidad. Es ideal para entrenar al perro a morder “de verdad”, ya que puede usarse debajo de la ropa sin ser visible.</p><p><strong>Disponible en:</strong></p><ul> <li> <strong>REG – Regular</strong> </li> <li> <strong>GNLT –</strong> incluye un guantelete interno de plástico rígido integrado</li></ul></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826660544/5684136824.jpg,,,,,,,,,41,"Elite K9",Variante,"Regular, Guantelete",1,0,,,,,,,,,,,,826660544,https://www.specialk9.com/Manga-de-Mordida-Oculta-Yute-p826660544,"Manga de Mordida Oculta Yute","Descripción Esta manga de mordida cubierta de yute ofrece protección efectiva sin el volumen de una manga tradicional. Cuenta con cuatro correas ajustables de velcro en el exterior y acolchado interno para mayor comodidad. Es ideal para entrenar al perro a morder “de verdad”, ya que puede usarse…"
variation,"B40 GNLT",,"Manga de Mordida Oculta Yute - Guantelete",-1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,0.00,,,,,,,B40,,,,,,,,Variante,Guantelete,1,0,,,,,,,,,,,,826660544,,,
variation,"B40 REG",,"Manga de Mordida Oculta Yute - Regular",-1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,0.00,,,,,,,B40,,,,,,,,Variante,Regular,1,0,,,,,,,,,,,,826660544,,,
variable,OPS1301073,,"Manga de protección oculta para perro",1,1,visible,,"<p>Manga oculta fabricada con lino francés extra resistente.</p><p> Puede usarse en el brazo izquierdo o derecho. Ideal para entrenamiento de perros de servicio y unidades policiales.</p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Mangas y Pierneras, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940008/5685703620.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940008/5685703614.jpg",,,,,,,,,46,"For Dog Trainers",Nivel,"Principiantes, Avanzado",1,0,,,,,,,,,,,,826940008,https://www.specialk9.com/Manga-de-proteccion-oculta-para-perro-p826940008,"Manga de protección oculta para perro","Manga oculta fabricada con lino francés extra resistente. Puede usarse en el brazo izquierdo o derecho. Ideal para entrenamiento de perros de servicio y unidades policiales."
variation,"OPS131073 AVN",,"Manga de protección oculta para perro - Avanzado",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,126500.00,,,,,,,OPS1301073,,,,,,,,Nivel,Avanzado,1,0,,,,,,,,,,,,826940008,,,
variation,"OPS131073 PRN",,"Manga de protección oculta para perro - Principiantes",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,126500.00,,,,,,,OPS1301073,,,,,,,,Nivel,Principiantes,1,0,,,,,,,,,,,,826940008,,,
variable,B9,,"Manga Estilo Belga",1,0,visible,,"<p>Mangas Estilo Belga</p><p>Disponibles en material sintético (lino francés)</p><p>Marca Elite K9</p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Todos los Productos, Mangas y Pierneras",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/703329697/4596697672.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/703329697/4596697677.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/703329697/4596697227.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/703329697/4596700603.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/703329697/4596697682.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/703329697/4596697232.jpg",,,,,,,,,,"Elite K9",Nivel,"Nivel 1, Nivel 2, Nivel 3, Nivel 4, Nivel 5, Set de 5 Mangas",1,0,,Material,"Yute, Lino Frances",1,0,,,,,,,703329697,https://www.specialk9.com/Manga-Estilo-Belga-p703329697,"Manga Estilo Belga","Mangas Estilo Belga Disponibles en material sintético (lino francés) Marca Elite K9"
variation,"B9 6 SET J",,"Manga Estilo Belga - Set de 5 Mangas / Yute",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,351000.00,,,,,,,B9,,,,,,,,Nivel,"Set de 5 Mangas",1,0,,Material,Yute,1,0,,,,,,,703329697,,,
variation,"B9 5-J",,"Manga Estilo Belga - Nivel 5 / Yute",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,111000.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 5",1,0,,Material,Yute,1,0,,,,,,,703329697,,,
variation,"B9 4-J",,"Manga Estilo Belga - Nivel 4 / Yute",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,102300.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 4",1,0,,Material,Yute,1,0,,,,,,,703329697,,,
variation,"B9 3-J",,"Manga Estilo Belga - Nivel 3 / Yute",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,95500.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 3",1,0,,Material,Yute,1,0,,,,,,,703329697,,,
variation,"B9 2-J",,"Manga Estilo Belga - Nivel 2 / Yute",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,86500.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 2",1,0,,Material,Yute,1,0,,,,,,,703329697,,,
variation,"B9 1-J",,"Manga Estilo Belga - Nivel 1 / Yute",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,57000.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 1",1,0,,Material,Yute,1,0,,,,,,,703329697,,,
variation,"B9 6 SET S",,"Manga Estilo Belga - Set de 5 Mangas / Lino Frances",1,,visible,,,taxable,parent,1,1,0,1,0,,,,,,,,351000.00,,,,,,,B9,,,,,,,,Nivel,"Set de 5 Mangas",1,0,,Material,"Lino Frances",1,0,,,,,,,703329697,,,
variation,"B9 5-S",,"Manga Estilo Belga - Nivel 5 / Lino Frances",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,111000.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 5",1,0,,Material,"Lino Frances",1,0,,,,,,,703329697,,,
variation,"B9 4-S",,"Manga Estilo Belga - Nivel 4 / Lino Frances",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,102300.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 4",1,0,,Material,"Lino Frances",1,0,,,,,,,703329697,,,
variation,"B9 3",,"Manga Estilo Belga - Nivel 3 / Lino Frances",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,95500.00,,,,,,,B9,,,,,,,,Nivel,"Nivel 3",1,0,,Material,"Lino Frances",1,0,,,,,,,703329697,,,
